Resp.ID,Collector.ID,start.date,End.date,converse.id,dream.id,usewell.id,whenever.id,consider.ought,people.ought,expect.ought,fail.ought,necessity,enjoy.intr,life.intr,exciting.intr,challenge.intr,job.instru,knowledge.instru,career.instru,money.instru,time.integr,becomelike.integr,meeting.integr,affinity.integr,improve.prof,speaking.prof,reading.prof,written.prof,listening.prof,citizen.post,interact.post,overseas.post,globalaccess.post,mot.qual,advantages.qual,idealfuture.qual,succ1.attrib,educ2.attrib,open3.attrib,élite4.attrib,citizen5.attrib,employable6.attrib,cultured7.attrib,interesting8.attrib,other.comment9.attrib,parents1.external,friends2.external,teachers3.external,press4.external,duty5.external,noextern6.external,other7.external,transl1.sector,research2.sector,teaching3.sector,business4.sector,tourism5.sector,banking6.sector,organisation7.sector,communication8.sector,intrelations9.sector,Notsure10.sector,other11.sector,Age,Gender,L1,speak.other.L2,other.speak.other.L2,study.other.L2,origins,origins.specify,year.studyL2,other.year.studyL2,private.lessons1.other.ways,study.holiday2.other.ways,year.sem.abroad3.other.ways,online.course4.other.ways,other5.other.ways,degree,other.degree1,roleL2.degree,other.roleL2.degree,study.year,prof,other.prof,encouragement1.influence,insistence2.influence,pressure3.influence,other4.influence,Context,other.attrib.richi,other.external.richi,other.sector.richi,other.year.studyL2.richi,other.other.ways.richi
5126033051,94260199,2016-12-06T06:51:00Z,2016-12-06T06:57:00Z,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,Strongly agree,Disagree,Strongly agree,Strongly disagree,Not sure,Agree,Strongly agree,Strongly agree,Strongly agree,Agree,Strongly agree,Agree,Agree,Disagree,Strongly agree,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Diventare cittadino del mondo e trovare lavoro,Trovare lavoro più facilmente,NA,0,1,0,0,0,0,0,0,NA,0,0,0,1,0,NA,NA,1,0,1,0,1,0,0,0,0,0,NA,18-25,Female,Italian,Yes,Spagnolo e tedesco,Tedesco,No,NA,First year of primary school,NA,0,1,0,0,NA,Lingue e letterature straniere,NA,First or second language,NA,1st year,Intermediate,NA,NA,NA,NA,NA,English in Italy,NA,NA,NA,NA,NA
5126927544,94260199,2016-12-06T21:58:00Z,2016-12-06T22:03:00Z,Not sure,Not sure,Agree,Agree,Disagree,Strongly agree,Strongly disagree,Disagree,Agree,Strongly agree,Not sure,Agree,Agree,Agree,Agree,Not sure,Not sure,Agree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Strongly agree,Not sure,Strongly agree,Agree,Agree,NA,NA,NA,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,English in Italy,NA,NA,NA,NA,NA
5126995226,94260199,2016-12-06T22:57:00Z,2016-12-06T23:07:00Z,Agree,Strongly agree,Agree,Strongly agree,Not sure,Strongly agree,Disagree,Not sure,Disagree,Strongly agree,Strongly agree,Agree,Agree,Agree,Agree,Agree,Not sure,Not sure,Disagree,Agree,Not sure,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Not sure,Strongly agree,Agree,Agree,NA,NA,NA,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,English in Italy,NA,NA,NA,NA,NA
5127360831,94260199,2016-12-07T02:17:00Z,2016-12-07T02:33:00Z,Strongly agree,Agree,Not sure,Strongly agree,Agree,Agree,Disagree,Not sure,Strongly disagree,Agree,Agree,Agree,Agree,Not sure,Strongly agree,Not sure,Not sure,Agree,Agree,Agree,Not sure,Agree,Agree,Strongly agree,Strongly agree,Strongly agree,Agree,Strongly agree,Agree,Agree,"English is fondamental to reach a high job position and it is really useful to communicate to other people all over the world but at the same time I thing that knowing English is not enough. In my opinion, the more languages you know, the more powerful you become because you are able to deal with every sort of situation on your own, without asking for help from other people. It is really important to me to became as much independent as I can",I keep on improving my skills and I keep discovering new topics that o have never studied in a satisfying way,I hope I will use English for my future job as well as polish (the other language that I am studying now),0,1,1,0,1,0,1,0,QC,1,0,1,0,1,NA,NA,0,0,0,0,0,0,1,1,1,0,NA,18-25,Female,Italian,No,NA,Polish,No,NA,First year of primary school,NA,0,1,0,0,NA,Lingue e letterature straniere,NA,First or second language,NA,1st year,Advanced,NA,NA,NA,NA,NA,English in Italy,QC,NA,NA,NA,NA
5127397605,94260199,2016-12-07T02:37:00Z,2016-12-07T02:47:00Z,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Disagree,Strongly agree,Disagree,Agree,Strongly disagree,Agree,Agree,Strongly agree,Not sure,Strongly agree,Agree,Strongly agree,Agree,Strongly agree,Disagree,Strongly agree,Not sure,Strongly agree,Strongly agree,Agree,Strongly agree,Strongly agree,Agree,Strongly agree,Strongly agree,Strongly agree,NA,NA,NA,0,1,1,0,1,1,0,1,NA,0,0,0,1,0,NA,NA,0,1,1,0,0,0,0,0,0,1,NA,18-25,Male,Ukrainian,Yes,Italian,Polish,No,NA,Other,NA,1,0,0,0,NA,Lingue e letterature straniere,NA,First or second language,NA,1st year,Upper-intermediate,NA,1,0,0,NA,English in Italy,NA,NA,NA,NA,NA
5127824296,94260199,2016-12-07T06:15:00Z,2016-12-07T06:37:00Z,Agree,Agree,Not sure,Agree,Disagree,Agree,Disagree,Agree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Not sure,Not sure,Not sure,Not sure,Not sure,Agree,Agree,Agree,Agree,Agree,Agree,Strongly agree,Agree,Agree,"When it was introduced to me for the first time, in junior high school, I found the English language fascinating and I was excited to learn more. After a Summer trip to a relative who lived in England my fascination with English increased and never stopped. 
I like how I can communicate with my foreign friends and how we can understand each other. My main motivation is that simple, English enable me to communicate with other people all over the world.","Improving my English skills, becoming more fluent and trying hard to surpass my own limits.",I think English will have an important role because I want to travel and if it's possible to find a job outside Italy. English will be always important.,0,1,1,0,1,1,0,0,NA,0,0,0,0,0,NA,NA,0,1,1,0,0,0,1,0,1,0,NA,26-30,Female,Italian,No,NA,Japanese,No,NA,Other,LOWER.SECONDARY,0,0,0,0,NA,Lingue e letterature straniere,NA,First or second language,NA,1st year,Upper-intermediate,NA,NA,NA,NA,NA,English in Italy,NA,NA,NA,LOWER.SECONDARY,NA
5128827598,94260199,2016-12-07T22:55:00Z,2016-12-07T22:59:00Z,Strongly agree,Strongly agree,Agree,Strongly agree,Disagree,Not sure,Disagree,Agree,Strongly disagree,Agree,Agree,Strongly agree,Not sure,Agree,Agree,Agree,Agree,Strongly agree,Not sure,Strongly agree,Disagree,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,NA,NA,NA,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,English in Italy,NA,NA,NA,NA,NA
5128918703,94260199,2016-12-07T23:58:00Z,2016-12-08T00:20:00Z,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Disagree,Not sure,Disagree,Disagree,Not sure,Strongly agree,Not sure,Strongly agree,Agree,Agree,Agree,Strongly agree,Agree,Strongly agree,Not sure,Strongly agree,Agree,Agree,Strongly agree,Agree,Strongly agree,Agree,Agree,Strongly agree,Agree,Agree,"Mi è sempre piaciuto l'inglese, fin da quando ero piccola, ed è stata una passione che è cresciuta con il tempo. Durante le medie la mia professoressa di inglese mi ha fatto amare la lingua e poi ho continuato a studiarla negli anni.","Conoscere l' inglese può aiutare durante la ricerca di lavoro e quindi avere una laurea in questa lingua sarà di aiuto.In più ho un livello di inglese buono, ma non perfetto, quindi spero di arrivare a un livello di coscienza della lingua molto alto in questi tre anni.","Finita l'Università vorrei trovare lavoro come traduttrice o comunque in un ambito correlato all'editoria, quindi penso che l'inglese mi sarà utile. Inoltre, mi piacerebbe fare un master o un esperienza lavorativa in un paese anglofono.",0,0,1,0,1,0,0,0,NA,0,0,0,0,0,NA,NA,1,0,0,0,0,0,0,0,0,0,PUBLISHING,18-25,Female,Italian,Yes,Francese e Tedesco,Tedesco,No,NA,First year of primary school,NA,0,1,0,0,L2.RESOURCES,Lingue e letterature straniere,NA,First or second language,NA,1st year,Advanced,NA,NA,NA,NA,NA,English in Italy,NA,NA,PUBLISHING,NA,L2.RESOURCES
5129007789,94260199,2016-12-08T00:49:00Z,2016-12-08T01:16:00Z,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Disagree,Strongly agree,Strongly disagree,Disagree,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,Agree,Strongly agree,Not sure,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,Strongly agree,Strongly agree,Strongly agree,"I'm studying English because I've always been keen on it and, in the future, I would like to work abroad, possibly in an English speaking country.","English at university level is higher than English at high school level, especially because in the high school I studied scientific subjects and the english lessons were only two hours a week, so I didn't have an actual possibility to improve my English as I wanted to do.","My dream is working in the UK, so English will play a main role in my life, that's why I want to improve it. I'm very glad to have this possibility at university and I've promised to myself to seize this opportunity.",0,1,1,0,0,1,0,0,NA,0,0,1,0,0,NA,NA,0,0,1,0,0,0,0,0,0,0,NA,18-25,Female,Italian,Yes,French,Japanese,No,NA,First year of primary school,NA,0,1,0,0,NA,Lingue e letterature straniere,NA,First or second language,NA,1st year,Upper-intermediate,NA,1,0,0,NA,English in Italy,NA,NA,NA,NA,NA
5129445376,94260199,2016-12-08T04:28:00Z,2016-12-08T04:47:00Z,Strongly agree,Agree,Agree,Strongly agree,Not sure,Agree,Disagree,Not sure,Agree,Strongly agree,Agree,Strongly agree,Strongly agree,Strongly agree,Agree,Agree,Not sure,Strongly agree,Disagree,Agree,Not sure,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,Agree,Agree,Strongly agree,I'd really like to become an interpreter,I'm not actually sure whether it will give me an advantage at university level or not but I study English as I really really love it. Maybe the advantages can be that my level will be clearly recognized and stated on my CV.,"English will surely be part of my everyday life, even more than it already is. If my dreams come true, I will be speaking English everyday, possibly with my family and friends too.",0,1,1,0,1,0,0,1,NA,0,0,0,0,0,NA,NA,1,0,0,1,0,0,0,1,1,0,NA,18-25,Female,Italian,Yes,Quite good French and a bit of Spanish,German,No,NA,Kindergarten,NA,1,1,0,0,NA,Lingue e letterature straniere,NA,First or second language,NA,1st year,Advanced,NA,NA,NA,NA,NA,English in Italy,NA,NA,NA,NA,NA
5129544723,94260199,2016-12-08T05:26:00Z,2016-12-08T06:36:00Z,Agree,Agree,Strongly agree,Strongly agree,Strongly disagree,Disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly agree,Disagree,Agree,Strongly agree,Agree,Strongly agree,Agree,Disagree,Strongly agree,Disagree,Strongly agree,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,"I've always loved english. I've been studying it since primary school and I've never wished to stop. Also, I want literature to be the main focus of my academic carrer, and studying english allow me to study a great variety of authors.   I see English as a way to be able to connect with many people and cultures, I believe it's a very important part of one's education but most importantly, I study it because I'm passionate about it.","Having a good English level is highly requested in many areas , so maybe it could be helpful in finding a job. In my opinion, it also leaves other options open, such as moving abroad or eventually chosing an international master programme.","I honestly don't know yet what I want my future to be. Ideally, I'd like to work in the publishing industry and I'd want english to be an important part of my job.",1,1,1,0,1,1,1,1,NA,0,0,0,0,0,NA,NA,1,1,0,0,0,0,1,1,1,0,PUBLISHING,18-25,Female,Italian,Yes,"Spanish and German 
",Dutch,No,NA,First year of primary school,NA,0,1,0,0,NA,Lingue e letterature straniere,NA,First or second language,NA,1st year,Upper-intermediate,NA,NA,NA,NA,NA,English in Italy,NA,NA,PUBLISHING,NA,NA
5130585087,94260199,2016-12-08T22:38:00Z,2016-12-08T23:10:00Z,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Not sure,Agree,Agree,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Not sure,Strongly agree,Strongly disagree,Agree,Disagree,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,Strongly agree,Agree,Strongly agree,I study English because I want to become a teacher but I also think that is important to know as many language as possible.,I hope that the learning of English will help me to find a job.,I like very much thinking of me as a teacher of English literature in the future.,0,1,1,0,1,1,1,1,QC,0,0,0,1,0,0,QC,0,1,1,0,0,0,0,0,0,0,NA,18-25,Female,Italian,Yes,I speak French.,I also study French at university level.,No,NA,First year of primary school,NA,0,0,0,0,NA,Lingue e letterature straniere,NA,First or second language,NA,1st year,Upper-intermediate,NA,1,0,0,NA,English in Italy,QC,QC,NA,NA,NA
5130853450,94260199,2016-12-09T01:35:00Z,2016-12-09T01:44:00Z,Agree,Strongly agree,Agree,Strongly agree,Not sure,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Not sure,Agree,Not sure,Agree,Disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,Strongly agree,Strongly agree,Agree,I need to use English for my job,"l'italiano, essendo una lingua molto più complessa, permette di apprendere più velocemente una lingua relativamente semplice come l'inglese.
L'inglese al giorno d'oggi è richiesto ovunque",Parte fondamentale del mio lavoro,0,0,1,0,0,0,0,0,NA,0,0,0,1,1,NA,NA,0,0,0,0,1,0,0,0,0,0,NA,18-25,Female,Italian,Yes,tedesco,tedesco,No,NA,First year of primary school,NA,0,0,0,1,NA,Lingue e letterature straniere,NA,First or second language,NA,1st year,Upper-intermediate,NA,0,0,1,NA,English in Italy,NA,NA,NA,NA,NA
5131094363,94260199,2016-12-09T03:44:00Z,2016-12-09T04:03:00Z,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Disagree,Not sure,Disagree,Agree,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,Strongly agree,Strongly agree,Not sure,Agree,Not sure,Strongly agree,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,"My main motivation for studying English is that I consider it as one of the most beautiful languages in the world, and also one of the most important. I study English because I like the culture of English-speaking countries and because I imagine my future in one of those countries.","I think that the possibility of knowing English at university level will improve my chances of finding a job abroad, and together with my ability to speak Italian, it will develop my learning skills.",According to my plans English will have a fundamental role.,1,1,1,0,1,1,1,0,NA,0,0,0,0,0,NA,NA,1,1,1,0,1,0,0,1,0,0,NA,18-25,Female,Italian,Yes,"German, French",Arabic,No,NA,First year of primary school,NA,0,0,0,0,FRIENDS,"Lingue, mercati e culture dell'Asia",NA,First or second language,NA,1st year,Advanced,NA,NA,NA,NA,NA,English in Italy,NA,NA,NA,NA,FRIENDS
5131466483,94260199,2016-12-09T07:18:00Z,2016-12-09T07:29:00Z,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Not sure,Not sure,Strongly disagree,Disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Not sure,Agree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,Strongly agree,Strongly agree,Strongly agree,I think that English is very important and I really love using this language as it's fascinating.,"I can't think of many advantages, but I believe that I'm studying really hard and I will become an excelent English-speaker.","I would like to live in an English-spoken country, where I can use my skills everyday.",1,1,1,0,1,0,1,1,NA,0,0,1,0,0,NA,NA,1,0,0,0,0,0,0,1,0,0,NA,18-25,Female,Italian,Yes,Spanish and French.,Spanish.,No,NA,First year of primary school,NA,1,1,0,0,NA,Lingue e letterature straniere,NA,First or second language,NA,1st year,Upper-intermediate,NA,1,0,0,NA,English in Italy,NA,NA,NA,NA,NA
5132648706,94260199,2016-12-10T02:17:00Z,2016-12-10T03:14:00Z,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Agree,Strongly disagree,Disagree,Disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,Agree,Strongly agree,Not sure,Not sure,Disagree,Not sure,Not sure,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,"I suppose it's probably the culture directly or indirectly related to English. The books, the films, the plays, the media, the translations... Many interesting cultural aspects are realized in English, so I wish to be able to discover and to understand them as best as possible.","I think one of them is that it offers you a deeper approach to the language as itself, and not just as a tool to speak or write in a foreign country. In Italy, I feel like that until high school English, like probably any other language, is thought in a way which makes you able to communicate correctly in a grammatical/lexical level, which is completely fine in order to live and to survive in a globalized world. At the university, on the other hand, you can approach the language as a ""manifestation"" of the culture and, so, to learn the way of thinking of English native speakers, making you feel part of it and just a ""simple"" user.","I'm not sure, but I can imagine myself having to communicate in English just as I am now doing in Italian, and perhaps even more. I don't know what my future is exactly going to be, but I can safely say that English is going to be an important part of it. After all, that's one of the reason why I'm studying it now.",0,0,1,0,1,1,1,0,NA,0,0,1,0,0,NA,NA,0,1,0,0,0,0,0,0,0,0,NA,18-25,Male,Italian,Yes,French and Japanese.,Japanese.,No,NA,First year of primary school,NA,0,0,0,0,NA,Lingue e letterature straniere,NA,First or second language,NA,1st year,Upper-intermediate,NA,1,0,0,NA,English in Italy,NA,NA,NA,NA,NA
5133623645,94260199,2016-12-10T18:49:00Z,2016-12-10T19:11:00Z,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Not sure,Not sure,Not sure,Not sure,Agree,Agree,Strongly agree,Agree,Agree,Agree,Strongly agree,Strongly agree,Not sure,Strongly agree,Not sure,NA,Strongly agree,Not sure,Agree,Agree,Agree,Agree,Agree,Strongly agree,Strongly agree,Agree,"My dream is to live in England, probably because people I admire live or were born in England or in English-speaking countries in general. Since I was a child I always wanted to become a tourist guide in London, because I love the culture, the city and the history of England, but growing up I started thinking about myself as a writer, not because I think I can become a worlwide famous writer, but because I love writing down my ideas, my feelings and emotions and to trasform them in a story. 
What I always believed is that if I can speak and write good in English my possibilities to realise my dreams are more and more everyday.","Italian is a language spoken only in Italy, but English is the language of the world, everyone can speak English, even if at different levels, so if I can speak it pretty well I can relate to people form all over the world and the more I know it, the more I can realte to different levels of speaking, and also in different subjects. 
With an English at university level I have more possibility to speak and relate, so probably I will also have more possibilities in the future to find a better job.","I hope that one day I will move to an English-speaking country, possibly in England, because since I was a child that was my dream, but now that I grew up I hope that in my future I will have a good job for which I can travel a lot around the world, and for this reason it's important to be able to speak at least English very well.",0,1,1,0,1,1,1,0,NA,0,0,0,0,1,0,QC,1,1,0,0,1,0,0,1,0,0,NA,18-25,Female,Italian,Yes,French and Spanish,French,No,NA,Kindergarten,NA,0,0,0,0,L2.RESOURCES; MEDIA,Lingue e letterature straniere,NA,First or second language,NA,1st year,Upper-intermediate,NA,0,0,1,NA,English in Italy,NA,QC,NA,NA,L2.RESOURCES; MEDIA
5133741973,94260199,2016-12-10T22:39:00Z,2016-12-10T22:42:00Z,Agree,Strongly agree,Not sure,Agree,Strongly disagree,Agree,Strongly disagree,Disagree,Strongly agree,Strongly agree,Not sure,Strongly agree,Agree,Agree,Agree,Agree,Not sure,Strongly agree,Disagree,Strongly agree,Not sure,Strongly agree,Strongly agree,Agree,Agree,Strongly agree,Agree,Strongly agree,Agree,Strongly agree,NA,NA,NA,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,English in Italy,NA,NA,NA,NA,NA
5133771761,94260199,2016-12-10T23:23:00Z,2016-12-11T00:15:00Z,Strongly agree,Agree,Agree,Strongly agree,Strongly disagree,Agree,Strongly disagree,Strongly disagree,Agree,Strongly agree,Agree,Agree,Strongly agree,Not sure,Strongly agree,Strongly agree,Not sure,Agree,Not sure,Strongly agree,Not sure,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,Strongly agree,Agree,Strongly agree,"I am interested in studying foreign languages. English is the first foreign language that we study at school, from the age of six, and it is inevitable the fact that we study it. Anyway it is a pleasure to me to study English because I like the Anglo-Saxon culture, and this is not a matter of job opportunities. I am interested in studying the way of life of anglo-saxon people and test it on my skin. I am fascinated by Anglo-Saxons and their language.","I think that to learn a language we have to carry forward the study of it until we die because it is a study that never ends. There will be anytime something to learn and, as a consequence, the study of English at university is an obligatory step.","Nowadays English is the lingua franca for people from everywhere, I don't know if in the future will be the same but I am sure that English will play an important role anyway. I believe that English will be necessary for me to work as it is for most italian people.",1,1,1,0,1,1,1,0,NA,0,0,0,1,0,1,QC,0,1,0,1,1,0,1,1,1,0,NA,18-25,Female,Italian,Yes,"French, Spanish, Japanese",Japanese,No,NA,First year of primary school,NA,0,1,0,0,NA,"Lingue, mercati e culture dell'Asia",NA,First or second language,NA,1st year,Upper-intermediate,NA,1,0,0,NA,English in Italy,NA,QC,NA,NA,NA
5133854309,94260199,2016-12-11T01:36:00Z,2016-12-11T01:47:00Z,Agree,Strongly agree,Strongly agree,Strongly agree,Not sure,Not sure,Not sure,Agree,Strongly agree,Strongly agree,Agree,Strongly agree,Strongly agree,Agree,Strongly agree,NA,Not sure,Strongly agree,Strongly agree,Agree,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,"WHEN I'M STUDING ENGLISH I CAN'T REALIZE TIME IS FLOWING ,I THINK THAT'S JUST BECAUSE I'M REALLY INTESTERED IN IT.  THAT'S MY MAIN MOTIVATION,I THINK , IN ADDITION TO ALL THE OTHER POSSIBLE ADVANTANGES IT MAY BRING IN THE FUTURE.",NA,NA,0,1,1,0,1,1,0,1,NA,0,0,0,0,0,NA,NA,0,0,0,1,0,1,0,0,1,0,NA,18-25,Female,Chinese,Yes,ITALIAN,CHINESE,No,NA,First year of primary school,NA,0,0,0,0,NA,"Lingue, mercati e culture dell'Asia",NA,First or second language,NA,1st year,Upper-intermediate,NA,NA,NA,NA,NA,English in Italy,NA,NA,NA,NA,NA
5133855921,94260199,2016-12-11T01:35:00Z,2016-12-11T02:12:00Z,Agree,Strongly agree,Agree,Strongly agree,Not sure,Strongly agree,Disagree,Not sure,Agree,Strongly agree,Agree,Strongly agree,Strongly agree,Agree,Agree,Agree,Not sure,Strongly agree,Agree,Strongly agree,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,I like the idea of getting a wider knowledge of the anlosaxon culture and literature. I have always loved learning and speaking English as I believe it is the best means of communication with people from all over the world. Thanks to my knowledge of English I have made many friends from different countries and I find it useful every day.,"Learning English at university level will allow me to get a higher qualification of knowledge, granting me better chances of working in a field I am interested in and getting a good job besides widening my culture.","Hopefully, it will either become my first language (as I hope I will be able to live and work abroad in an anglosaxon country) or at least a fundamental part of my job.",0,0,1,0,1,1,1,0,NA,0,0,1,1,0,0,QC,1,0,1,0,1,0,0,0,0,0,NA,18-25,Female,Italian,Yes,"French, Spanish",Portuguese,No,NA,First year of primary school,NA,0,0,0,0,NA,Lingue e letterature straniere,NA,First or second language,NA,1st year,Advanced,NA,1,0,0,NA,English in Italy,NA,QC,NA,NA,NA
5134391149,94260199,2016-12-11T20:18:00Z,2016-12-11T20:37:00Z,Strongly agree,Strongly agree,Agree,Strongly agree,Strongly disagree,Strongly agree,Disagree,Not sure,Strongly agree,Strongly agree,Agree,Strongly agree,Strongly agree,Agree,Strongly agree,Strongly agree,Agree,Strongly agree,Not sure,Strongly agree,Agree,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,"I do believe that learning English will give me the chance to travel the world and to meet new cultures, but also new people.","Studying English at university level gives me the opportunity to meet foreign students from all over the world, to have more competent professors and to speak with other students that share with me the same interests.","I really hope that English will be part of my future job, but what I hope the most is that English will allow me to travel a lot.",0,0,1,0,1,1,0,0,QC,0,0,0,0,0,1,QC,0,0,0,1,1,0,1,0,0,0,NA,18-25,Female,Italian,Yes,French and a bit of German.,Chinese.,No,NA,First year of primary school,NA,1,0,0,0,NA,"Lingue, mercati e culture dell'Asia",NA,First or second language,NA,1st year,Intermediate,NA,NA,NA,NA,NA,English in Italy,QC,QC,NA,NA,NA
5134474268,94260199,2016-12-11T23:10:00Z,2016-12-11T23:35:00Z,Agree,Strongly agree,Strongly agree,Strongly agree,Disagree,Agree,Disagree,Agree,Agree,Strongly agree,Strongly agree,Agree,Strongly agree,Not sure,Agree,Strongly agree,Not sure,Agree,Not sure,Strongly agree,Agree,Strongly agree,Agree,Agree,Agree,Agree,Not sure,Strongly agree,Strongly agree,Agree,"My main motivation for studying English is that I would like to be able to master it one day, both orally and writtenly.","The main advantages for me of learning English at university level are that I get to know well two languages and that I discover a brand new side of the English language: it is not about basic grammar anymore, but Funcional Grammar, which is, to me, a completely new way of seeing the English language.","English will be a big part of my job. This includes the fact that I may be able to work abroad, maybe in an English - speaking  country.",1,1,1,0,0,0,0,1,NA,0,0,0,0,0,NA,NA,1,0,0,0,0,0,0,0,0,0,NA,18-25,Female,Italian,Yes,French and Spanish.,French.,No,NA,Kindergarten,NA,0,1,0,0,NA,Lingue e letterature straniere,NA,First or second language,NA,1st year,Advanced,NA,NA,NA,NA,NA,English in Italy,NA,NA,NA,NA,NA
5134645068,94260199,2016-12-12T04:16:00Z,2016-12-12T04:55:00Z,Strongly agree,Agree,Agree,Strongly agree,Disagree,Disagree,Strongly disagree,Disagree,Not sure,Agree,Agree,Agree,Not sure,NA,Agree,Strongly agree,Not sure,Not sure,Not sure,Agree,Not sure,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,Agree,"Because I like it as a language, but also I love the culture, lifestyle and thought of the countries where english is spoken, so I want to learn something which I'm interested in and which can be useful for my future job and also for traveling, which is one of my ""hobbies"".","Well, first of all the main advantage is the fact that speaking and understanding English is useful because you can find a job more easily, even abroad. Then, there is the possibility to meet people from all over the world, widen your horizons, your knowledge and your experience, and in my opinion this is one of the best things you have to do in your life.","I'm not very sure but I'd like to work abroad for certain periods, not only in countries where english is spoken, so it would be necessary to know that language.. so it will be part of my life and career.",0,0,1,0,0,1,0,0,NA,0,0,0,0,0,1,QC,1,0,0,0,0,0,0,0,0,0,NA,18-25,Female,Italian,Yes,I also speak Spanish (I have a level A2 more or less).,Spanish.,No,NA,Other,THIRD.YEAR.PRIMARY,0,0,0,0,L2.RESOURCES,Lingue e letterature straniere,NA,First or second language,NA,1st year,Intermediate,NA,NA,NA,NA,NA,English in Italy,NA,QC,NA,THIRD.YEAR.PRIMARY,L2.RESOURCES
