Resp.ID,Collector.ID,start.date,End.date,converse.id,dream.id,usewell.id,whenever.id,consider.ought,people.ought,expect.ought,educated,fail.ought,enjoy.intr,life.intr,exciting.intr,challenge.intr,job.instru,knowledge.instru,career.instru,money.instru,time.integr,becomelike.integr,meeting.integr,affinity.integr,improve.prof,speaking.prof,reading.prof,written.prof,listening.prof,citizen.post,interact.post,overseas.post,globalaccess.post,reconnect.comm,speakersmelb.comm,comecloser.comm,mot.qual,advantages.qual,idealfuture.qual,succ1.attrib,educ2.attrib,open3.attrib,élite4.attrib,citizen5.attrib,employable6.attrib,cultured7.attrib,interesting8.attrib,other.comment9.attrib,parents1.external,friends2.external,teachers3.external,press4.external,duty5.external,noextern6.external,other7.external,encouragement1.influence,insistence2.influence,pressure3.influence,other4.influence,transl1.sector,research2.sector,teaching3.sector,business4.sector,tourism5.sector,banking6.sector,organisation7.sector,communication8.sector,intrelations9.sector,Notsure10.sector,other11.sector,Age,Gender,L1,speak.other.L2,study.other.L2,origins,origins.specify,primary1.L2school,secondary2.L2school,CLS3.L2school,VSL4.L2school,schooL2country5.L2school,other6.L2school,L2.VCE,private.lessons1.other.ways,study.holiday2.other.ways,year.sem.abroad3.other.ways,online.course4.other.ways,other5.other.ways,arts.major.degree1,arts.minor.breadth.degree2,arts.breadth.degree3,arts.diploma.degree3,science.major.degree4,science.minor.breadth5,science.breadth.degree6,other.degree.7,additional.major.minor1,additional.major.minor2,additional.major.minor3,additional.major.minor4,additional.major.minor5,additional.major.minor6,additional.major.minor7,additional.major.minor8,additional.major.minor9,additional.major.minor10,additional.major.minor11,additional.major.minor12,additional.major.minor13,additional.major.minor14,additional.major.minor15,additional.major.minor16,additional.major.minor17,additional.major.minor18,additional.major.minor19,additional.major.minor20,additional.major.minor21,additional.major.minor22,additional.major.minor23,additional.major.minor24,additional.major.minor25,additional.major.minor26,additional.major.minor27,additional.major.minor28,additional.major.minor29,additional.major.minor30,additional.major.minor31,additional.major.minor32,other.major.minor33,uni1.year,language.studies1.year,beginning.level,prof,year.studyL2,Context,other.attrib.richi,other.external.richi,other.sector.richi,other.L2school.richi,other.other.ways.richi,degree,degree.role
5359868474,97697150,2017-05-17T14:43:00Z,2017-05-17T14:55:00Z,Agree,Agree,Not sure,Not sure,Not sure,Not sure,Disagree,Agree,Agree,Strongly agree,Not sure,Agree,Agree,Agree,Strongly agree,Agree,Not sure,Strongly agree,Not sure,Strongly agree,Agree,Strongly agree,Strongly agree,Agree,Agree,Strongly agree,Agree,Agree,Strongly agree,Agree,Disagree,Not sure,Not sure,My uncle is married to an Austrian and lives in Germany and I have visited them in Germany and met my aunt's family who only speak German and would like to be able to speak with them. I also believe it will help in my career as I am studying engineering.,"German is one of the most similar languages to German in my opinion and it is very easy to access material to help learn German in Australia (e.g. news, films).","I hope to work overseas for at least part of my career and as I have loved visiting German-speaking countries, and engineering is a big industry in Germany particularly, I hope to work there at some point.",1,1,1,0,1,1,0,1,NA,1,0,0,0,0,0,QC,1,0,0,0,0,0,0,0,0,0,0,0,0,0,ENGINEERING,18-25,Female,English,No,No,No,NA,0,0,0,1,0,NA,Yes,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,Bachelor of Engineering with German as a breadth subject,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Engineering (general, first year)",1st year,1st year,German proficient 1 (Monash University),Upper-intermediate,4-6 years,German in Australia,NA,QC,ENGINEERING,NA,NA,SCI,BREADTH
5359872465,97697150,2017-05-17T14:55:00Z,2017-05-17T15:01:00Z,Agree,Agree,Strongly agree,Not sure,Agree,Agree,Disagree,Disagree,Disagree,Agree,Not sure,Strongly agree,Strongly agree,Agree,Agree,Strongly agree,Not sure,Agree,Not sure,Agree,Not sure,Strongly agree,Strongly agree,Agree,Strongly agree,Strongly agree,Not sure,Agree,Strongly agree,Agree,Disagree,Agree,Not sure,To be able to communicate effectively with people who's mother language is German. I believe learning a different language allows you to open up your perspective of the world + other cultures.,"- effectively communicate beyond my comfort zone
- understand the struggles of others learning a language (e.g. English)
- Build relationships with people by being able to speak their mother language as an outsider.","mostly a business role and communication role within my career (clients, partners etc.)",1,1,1,0,0,1,1,0,NA,1,0,1,0,0,0,NA,1,0,0,0,0,0,0,1,1,0,1,1,1,0,NA,18-25,Female,English,Swedish,No,No,NA,0,1,0,0,0,NA,Yes,NA,0,0,NA,NA,NA,Bachelor of Arts with German as a minor/breadth subject,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Media and Communications,NA,NA,Psychology,NA,NA,NA,NA,"Double degree w. Music, -popular voice performance.",1st year,1st year,German proficient 1 (Monash University),Upper-intermediate,4-6 years,German in Australia,NA,NA,NA,NA,NA,HUM,MINOR.BREADTH
5360738512,97084573,2017-05-18T11:01:00Z,2017-05-18T11:14:00Z,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,Strongly disagree,Strongly agree,Not sure,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,Strongly agree,Agree,Not sure,Strongly agree,Not sure,Strongly agree,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,Disagree,Agree,Strongly agree,"In no particular order:
I feel so strongly compelled to learn a second language, I feel it totally unacceptable just speaking English, especially as my parents are bilingual, as well as so many people I have met travelling. 
I would love to live in Berlin, it's close to my favourite city in the world, possibly second only to Melbourne. In Berlin speaking English is fine, but I feel horrible not trying to learn the native language. 
It is a great academic exercise, it's like learning an instrument, it takes years and years of practice. 
I would like to learn other languages after German, as German is a language that I actually like it makes it easier to learn, and I hope it will help me learn other languages in the future. 
Every 6 months I hear someone speaking German, I'd love to be able to join in with their conversation in German - if they'd have me.","I honestly couldn't tell you, apart from personal advantages it's difficult to say. If my German becomes strong enough I may be able to teach it (I am to become a secondary school teacher). Or possibly I would be able to teach English in a German speaking country. At university though I'm not too sure of the advantages","I'd love to be able to teach German at a high school. I don't think many schools offer it, it would be great to be able to start a German department. I'd like to live in Berlin, wherein I would hopefully perfect my German and then utilise it for a few months at least. Further, I'd like to be able to teach my children a second language, German would be a great possibility.",1,1,1,0,1,1,1,1,NA,0,1,0,1,0,0,NA,0,0,0,1,0,0,1,0,0,0,0,0,0,0,NA,18-25,Other,English,No,No,No,NA,0,0,0,0,0,NA,No,NA,0,0,NA,NA,NA,NA,NA,Bachelor of Arts with Diploma of Languages (German),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,English and Theatre Studies,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2nd year,1st year,German 1 (Melbourne University),Elementary,0 years,German in Australia,NA,NA,NA,NA,NA,HUM,DIPLOMA
5360738714,97084573,2017-05-18T11:01:00Z,2017-05-18T11:09:00Z,Strongly agree,Strongly agree,Agree,Agree,Strongly agree,Disagree,Not sure,Agree,Not sure,Strongly agree,Agree,Agree,Strongly agree,Strongly agree,Agree,Strongly agree,Agree,Strongly agree,Agree,Strongly agree,Strongly agree,Agree,Agree,Strongly agree,Agree,Agree,Agree,Strongly agree,Strongly agree,Strongly agree,Not sure,Agree,Agree,"To gain a job in Germany and live there. I also love the culture and lifestyle in Germany, and want to be part of it. It also is a fascinating language.","Germany is famous for its scientific community, by speaking German i will be able to collaborate with German physicists. Learning another language is also beneficial for your brain.","I will live in Germany, speaking German with my friends, family and colleagues.",1,1,1,0,0,1,1,1,NA,0,1,0,0,0,0,NA,1,0,0,0,0,1,0,0,0,0,1,0,0,0,NA,18-25,Male,English,No,No,No,NA,0,0,0,0,0,NA,No,0,0,0,0,PERSONAL,NA,NA,NA,NA,NA,Bachelor of Science with German as a minor/breadth,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Physics, chemistry and maths",1st year,1st year,German 1 (Melbourne University),Elementary,0 years,German in Australia,NA,NA,NA,NA,PERSONAL,SCI,MINOR.BREADTH
5360738852,97084573,2017-05-18T11:02:00Z,2017-05-18T11:08:00Z,Disagree,Not sure,Not sure,Agree,Not sure,Strongly disagree,Strongly disagree,Strongly disagree,Disagree,Agree,Strongly disagree,Strongly agree,Agree,Disagree,Disagree,Not sure,Strongly disagree,Not sure,Disagree,Agree,Disagree,Agree,Agree,Agree,Agree,Agree,Strongly disagree,Disagree,Strongly disagree,Not sure,Strongly disagree,Disagree,Disagree,I enjot German music and needed a breathe subject.,Having time to practice.,"Not a very large one, likely won't use it after university.",0,0,0,0,0,1,0,0,NA,0,0,0,0,0,1,M.NO.EXTERNAL.FACTORS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SCIENCE,18-25,Male,English,No,No,No,NA,0,0,0,0,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,Bachelor of Science with German as a minor/breadth,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"None, breifly did history for credit points.",3rd year,1st year,German 1 (Melbourne University),Elementary,0 years,German in Australia,NA,M.NO.EXTERNAL.FACTORS,SCIENCE,NA,NA,SCI,MINOR.BREADTH
5360739258,97084573,2017-05-18T11:03:00Z,2017-05-18T11:13:00Z,Disagree,Agree,Agree,Agree,Agree,Disagree,Disagree,Agree,Agree,Agree,Disagree,Agree,Agree,Agree,Agree,Strongly agree,Not sure,Agree,Disagree,Agree,Disagree,Agree,Agree,Strongly agree,Strongly agree,Agree,Strongly disagree,Disagree,Agree,Agree,Strongly disagree,Disagree,Disagree,I am pursuing a career in Ancient World Studies and to do so you need to be able to read German articles published by renowned German scholars that haven't been translated into English.,See above.,See above.,0,1,0,0,0,1,0,0,NA,0,0,1,0,0,1,M.NO.EXTERNAL.FACTORS,1,0,0,0,0,1,0,0,0,0,0,0,0,0,NA,18-25,Female,English,No,Japanese and Latin,No,NA,0,0,0,0,0,NA,No,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,Learning German via CAP to prepare for Masters of Arts (Research) next year,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7th year,1st year,German 1 (Melbourne University),Elementary,0 years,German in Australia,NA,M.NO.EXTERNAL.FACTORS,NA,NA,NA,HUM,CAP
5360743586,97084573,2017-05-18T11:12:00Z,2017-05-18T11:16:00Z,Agree,Agree,Strongly agree,Agree,Agree,Agree,Not sure,Strongly agree,Disagree,Agree,Disagree,Agree,Agree,Agree,Agree,Not sure,Not sure,Agree,Not sure,Strongly agree,Not sure,Disagree,Strongly agree,Strongly agree,Strongly agree,Agree,Agree,Agree,NA,Agree,Agree,Strongly agree,Agree,NA,NA,NA,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,German in Australia,NA,NA,NA,NA,NA,NA,NA
5360744162,97084573,2017-05-18T11:13:00Z,2017-05-18T11:30:00Z,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Disagree,Strongly disagree,Agree,Disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,NA,Agree,Agree,Not sure,Strongly agree,NA,Strongly agree,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,Strongly agree,Strongly agree,Agree,Agree,Agree,Not sure,"I wish to study a Masters Degree in Germany October next year, and work part-time which requires a knowledge of German. I also wish to better communicate with my German friends, and to be able to make friends in Germany.","Having a structure to improve my language skills and teach me how to go about learning German, rather than trying to learn it by myself. Learning German will allow me to communicate and live easily in a German-speaking country long-term.","I want my children to be able to speak German fluently, and I want to be able to master it to an extent where I can use it without always trying to translate words in my head, and that I can easily converse with German-speakers.",1,0,0,0,1,1,0,1,NA,0,1,0,0,0,1,M.NO.EXTERNAL.FACTORS,1,0,0,0,0,0,0,0,0,0,1,0,0,0,NA,18-25,Female,English,Basic French,No,Yes,I have German ancestors from long ago,0,0,0,0,0,NA,No,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bachelor of Environments, German breadth",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Environmental Studies,4th year bachelor,1st year,German 1 (Melbourne University),Elementary,Less than a year,German in Australia,NA,M.NO.EXTERNAL.FACTORS,NA,NA,NA,SCI,BREADTH
5360753307,97084573,2017-05-18T11:31:00Z,2017-05-18T12:34:00Z,Agree,Agree,Agree,Agree,Disagree,Not sure,Disagree,Disagree,Not sure,Strongly agree,Not sure,Strongly agree,Agree,Strongly agree,Agree,Strongly agree,Agree,Strongly agree,Not sure,Strongly agree,Not sure,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Not sure,Agree,Strongly agree,Strongly agree,Agree,Agree,Agree,"My main reason for learning German is to broaden my understanding of the language and heritage of German speaking people. I believe this is important because I want to be able to understand and interact with as many people as possible from all corners of the globe, learning about the human experience and how different language and cultural conditions shape different people. German also features prominantly in my desired future career of living in Europe as a language teacher.","I think a disadvantage to only beginning to learn German at university level is that I am not as adaptable to grammar and speech variations as I was when I was younger. That is to say that because I have been surrounded by only English for so long I have internalised and so think in terms of English grammar rules and sound associations for example to me a tree has always been called a tree. Hence it is an entirely new process for me to have to now conciously put so much effort in to remembering that it is 'ein Baum' in German. Another tricky aspect has been associating words with gendered articles. More specific to the challenges of explicitly being an English speaker learning German, especially in Australia, is the fact that there is very little foreign content available and almost none of it is exposed in mainstream media. This is centred around the idea that, as a native English speaker, you don't need to 'waste time' on learning another language because the general consensus is that 'everyone else is learning English anyway'. There is also the challenge that because so many people worldwide learn English, finding a German speaking person willing to struggle through a conversation with you in German is very difficult.",German will hopefully play a very prominant role in my future. I hope to combine my knowledge of German with my knowledge of other languages to help me enter a career in langauge teaching. I also hope to build from my understanding of German to help me learn other germanic languages in order to reconnect with my family and familial history in Europe.,1,1,1,0,1,1,1,1,QC,0,0,1,0,1,1,M.NO.EXTERNAL.FACTORS,1,0,0,0,0,1,1,0,1,0,0,1,0,0,NA,18-25,Female,English,No,French,No,NA,0,0,0,0,0,NA,NA,NA,0,0,NA,NA,Bachelor of Arts with German as a major,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,French,NA,NA,NA,NA,NA,NA,NA,NA,NA,Linguistics and Applied Linguistics,NA,NA,NA,NA,NA,NA,NA,NA,NA,1st year,1st year,German 1 (Melbourne University),Elementary,0 years,German in Australia,QC,M.NO.EXTERNAL.FACTORS,NA,NA,NA,HUM,MAJOR
5360757656,97084573,2017-05-18T11:43:00Z,2017-05-18T11:57:00Z,Strongly agree,Strongly agree,Agree,Agree,Agree,Agree,Agree,Agree,Strongly agree,Strongly agree,Not sure,Strongly agree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Strongly agree,Agree,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,Agree,Agree,Agree,Not sure,Not sure,Not sure,"It came down to learning a foreign language. I was thinking of French or spanish, then my family said i should learn German because it's the second most spoken language in Europe after English. 
",It goes as a fast pace compare to start learning German since young. So it's more challenging and we are expected to be able to follow the pace.,"When i go to Germany, Switzerland to visit, i could converse well. and in my future job, if they have to send someone to germany, i would like that person to be me.",1,1,1,1,1,1,1,1,NA,1,0,0,0,0,0,NA,1,0,0,0,0,0,0,0,0,0,0,0,1,0,NA,18-25,Female,Burmese,"English, Chinese",Chinese,No,NA,0,0,0,0,0,NA,No,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,Bachelor of Commerce with German as Breadth,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Marketing and Management,2nd year,1st year,German 1 (Melbourne University),Elementary,Less than a year,German in Australia,NA,NA,NA,NA,NA,SCI,BREADTH
5360758091,97084573,2017-05-18T11:44:00Z,2017-05-18T12:05:00Z,Agree,Strongly agree,Strongly agree,Strongly agree,Disagree,Strongly disagree,Strongly disagree,Disagree,Disagree,Not sure,Strongly disagree,Agree,Agree,Agree,Agree,Agree,Not sure,Not sure,Not sure,Agree,Not sure,Strongly agree,Strongly agree,Agree,Agree,Agree,Agree,Agree,Strongly agree,Strongly agree,Strongly disagree,Disagree,Not sure,"I plan on being an electrical engineer. I see german speaking countries like Germany and Switzerland as the technological hubs of Europe, having some of the best research universities and institutions in engineering and technology in Europe. I see learning German as a career booster. I think it'll open a lot of doors for me in my future career.",I've learnt a small amount of german on an online course before I started German at university. I think university courses are rigorous. We cover a lot more material in a shorter amount of time compared to outside courses. It's also more convenient learning it at university as I can gain credit for it and it won't impact my university schedule compared to taking it outside of university. It also think it shows employers that I am interested in expanding my knowledge and adapting to other cultures when they see it on my transcript.,"German will allow me to find work Europe better, being able to compete against other multilingual applicants from Europe and around the world. And even if I don't end up working in Germany, being able to communicate in German will most likely give a little competitive edge in the workplace, especially in STEM fields.",1,1,1,0,1,1,1,1,NA,0,0,0,0,0,1,NA,0,0,0,0,0,1,0,0,0,0,0,0,0,0,SCIENCE,18-25,Male,English,No,No,No,NA,0,0,0,0,0,NA,No,NA,0,0,NA,NA,NA,NA,NA,NA,NA,Bachelor of Science with German as a minor/breadth,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Electrical Systems,1st year,1st year,German 1 (Melbourne University),Elementary,Less than a year,German in Australia,NA,NA,SCIENCE,NA,NA,SCI,MINOR.BREADTH
5360761783,97084573,2017-05-18T11:52:00Z,2017-05-18T12:02:00Z,Not sure,Agree,Agree,Not sure,Disagree,Disagree,Strongly disagree,Strongly agree,Strongly disagree,Not sure,Disagree,Agree,Disagree,Strongly agree,Agree,Agree,Agree,Strongly agree,Not sure,Not sure,Not sure,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Not sure,Agree,Strongly agree,Agree,Strongly disagree,Not sure,Not sure,Gaining an ability to work in a proffession which German is a main spoken language.,I do not know,"Hopefully working in Austria, german will be essential.",1,1,0,0,0,1,0,0,NA,0,0,1,0,0,0,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,ENTERTAINMENT,18-25,Male,English,No,No,No,NA,0,0,0,0,0,NA,No,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,Bachelor of Music with German as a breadth,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1st year,1st year,German 1 (Melbourne University),Elementary,0 years,German in Australia,NA,NA,ENTERTAINMENT,NA,NA,HUM,BREADTH
5360763780,97084573,2017-05-18T11:56:00Z,2017-05-18T12:09:00Z,Agree,Strongly agree,Agree,Not sure,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly agree,Agree,Agree,Agree,Disagree,Not sure,Agree,Disagree,Strongly agree,Not sure,Agree,Strongly agree,Agree,Strongly agree,Agree,Not sure,Strongly agree,Disagree,Agree,Strongly agree,Agree,Not sure,Not sure,Not sure,"The initial motivation is that I think German sounds very sexy. Then, when I traveled to Germany , I find I like the place and the people. There is a possibility that I would love to live in Germany later.","The Uni needs some subjects outside the major, so learning German is the perfect choice. Besides, learning with peers can find friends who enjoy learning German as well.","I would love to work and live in Germany, maybe as a travelling writer.",0,1,1,0,0,0,1,1,NA,0,1,0,0,0,0,QC,1,0,0,0,0,0,0,0,0,0,0,0,0,0,ARCHITECTURE,18-25,Female,Chinese,English,No,No,NA,0,0,0,0,0,NA,No,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,bachelor of environment,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Landscape architecture,3rd year,1st year,German 1 (Melbourne University),Elementary,Less than a year,German in Australia,NA,QC,ARCHITECTURE,NA,NA,SCI,NA
5360764199,97084573,2017-05-18T11:56:00Z,2017-05-18T12:12:00Z,Agree,Strongly agree,Agree,Agree,Disagree,Disagree,Disagree,Disagree,Disagree,Strongly agree,Agree,Strongly agree,Strongly agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Not sure,Agree,Agree,Agree,Disagree,Not sure,Not sure,"German is a challenging language that makes me wanna learn more about it
Broaden my horizon by knowing more languages",To prepare for the future and to make more friends,"Broaden my career prospect in the future
Make more friends with people from different cultural backgrounds",0,0,0,0,0,1,0,1,NA,0,0,0,0,0,1,NA,0,0,0,0,1,0,0,1,0,0,1,0,0,0,NA,18-25,Female,Cantonese,"English, Mandarin",No,No,NA,0,0,0,0,0,NA,NA,0,0,0,0,COURSE,Bachelor of Arts with German as a major,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Geography,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1st year,1st year,German 1 (Melbourne University),Elementary,Less than a year,German in Australia,NA,NA,NA,NA,COURSE,HUM,MAJOR
5360775435,97084573,2017-05-18T12:21:00Z,2017-05-18T12:30:00Z,Strongly disagree,Agree,Disagree,Agree,Strongly disagree,Agree,Strongly disagree,Not sure,Strongly disagree,Agree,Not sure,Strongly agree,Agree,Agree,Agree,Strongly disagree,Not sure,Not sure,Strongly disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Strongly disagree,Agree,Agree,Agree,Agree,Agree,Agree,NA,NA,NA,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,German in Australia,NA,NA,NA,NA,NA,NA,NA
5360794630,97084573,2017-05-18T13:14:00Z,2017-05-18T13:21:00Z,Agree,Not sure,Agree,Disagree,Agree,Agree,Agree,Agree,Agree,Disagree,Disagree,Agree,Agree,Agree,Agree,Agree,Not sure,Agree,Not sure,Agree,Strongly agree,Agree,Agree,Disagree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Not sure,My dad is Austrian and so I would like to connect to my cultural heritage. It would also be awesome to be able to speak to my cousins and friends in Austria in their native language rather than English.,"I think, personally the main advantage is that I can connect to my cultural heritage.",German will allow me to speak to my family and friends in Austria to better connect to them and their culture. It was also play a role in a future job.,1,1,1,0,1,1,1,0,NA,1,1,0,1,1,0,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,LAW,18-25,Female,English,No,No,Yes,Father is Austrian,1,0,0,0,0,NA,No,NA,0,0,NA,NA,NA,Bachelor of Arts with German as a minor/breadth subject,NA,NA,NA,NA,NA,NA,NA,Anthropology,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Politics and International Studies,NA,NA,NA,NA,NA,NA,1st year,1st year,German 1 (Melbourne University),Elementary,Less than a year,German in Australia,NA,NA,LAW,NA,NA,HUM,MINOR.BREADTH
5360796593,97084573,2017-05-18T13:20:00Z,2017-05-18T13:30:00Z,Strongly agree,Agree,Agree,Strongly agree,Strongly disagree,Disagree,Disagree,Disagree,Agree,Agree,Disagree,Strongly agree,Agree,Disagree,Agree,Strongly agree,Disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,Disagree,Agree,Disagree,Strongly agree,Strongly agree,Agree,Strongly disagree,Agree,Strongly disagree,"I have visited Germany a few times, and my girlfriend is from there. She is over in Australia with me for one year but after that I would like to live in Germany (or Austria) with her to work/study. I also enjoy learning German and the challenges involved, and how rewarding it is to communicate in a completely different language.","Able to go to university in Germany, and potentially work there.",See previous answer.,0,1,1,0,0,0,1,1,NA,0,0,0,0,1,0,NA,1,0,0,0,0,1,0,0,0,0,0,0,0,0,NA,18-25,Male,English,No,No,No,NA,0,0,0,0,0,NA,No,NA,0,0,NA,NA,NA,NA,NA,NA,NA,Bachelor of Science with German as a minor/breadth,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Physics and pure mathematics,4th year bachelor,1st year,German 1 (Melbourne University),Elementary,0 years,German in Australia,NA,NA,NA,NA,NA,SCI,MINOR.BREADTH
5360805014,97084573,2017-05-18T13:43:00Z,2017-05-19T10:06:00Z,Not sure,Agree,Not sure,Disagree,Disagree,Disagree,Disagree,Agree,Strongly disagree,Agree,Strongly disagree,Agree,Agree,Not sure,Agree,Agree,Not sure,Strongly agree,Not sure,Strongly agree,Not sure,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Strongly agree,Agree,Strongly disagree,Not sure,Disagree,To go on exchange and be able to communicate and to,Having an advantage over people who don't know another language in the workforce.,Being able to communicate and collaborate with people from Europe in the workforce and maybe even moving overseas to work.,1,1,0,0,1,1,1,1,NA,0,0,0,0,0,1,NA,0,0,0,1,0,0,0,0,0,0,0,0,0,0,ENGINEERING,18-25,Male,English,No,No,No,NA,0,0,0,0,0,NA,No,NA,0,0,NA,NA,NA,NA,NA,NA,NA,Bachelor of Science with German as a minor/breadth,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Physics, Engineering, Business",3rd year,1st year,German 1 (Melbourne University),Elementary,0 years,German in Australia,NA,NA,ENGINEERING,NA,NA,SCI,MINOR.BREADTH
